,tmp,id,subj,verb,particle,np,adjectives,prepositions,np phrasal weight,distilgpt2 sentence score,full obj,noun syll,prt syll,distilgpt2_token,np len,prt len,prt tokens,gpt2 sentence score,gpt2_token,gpt2_med sentence score,gpt2_med_token,gpt2_large sentence score,gpt2_large_token,gpt2_xl sentence score,gpt2_xl_token,llama_3 sentence score,llama_3_token,llama_3_chat sentence score,llama_3_chat_token,babyopt sentence score,babyopt_token,babyllama sentence score,babyllama_token,mistral_0.3 sentence score,mistral_0.3_token,mistral_0.3_chat sentence score,mistral_0.3_chat_token,olmo sentence score,olmo_token,olmo_chat sentence score,olmo_chat_token,prt phrasal weight,np syll,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,gpt2_prt_token,gpt2_med_prt_token,gpt2_large_prt_token,gpt2_xl_prt_token,llama_3_prt_token,llama_3_chat_prt_token,mistral_0.3_prt_token,mistral_0.3_chat_prt_token,olmo_prt_token,olmo_chat_prt_token,babyopt_prt_token,babyllama_prt_token,var,responses
0,1793,0,John,hand,in,his reviews,['performance'],['of company research'],3,-6.7862466176,his performance reviews of company research,13,1,6,6,1,6,-6.3859185113,6,-6.5645179749,6,-6.594947762,6,-6.557937728,6,-6.4847736835,6,-7.0677341938,6,-10.4138113976,6,-7.3595898416,6,-6.5737431049,6,-7.167653513,6,-6.532102055,6,-6.2918260892,6,1,3,13.0,6,3,John hand in his performance reviews of company research.,John hand his performance reviews of company research in.,-1.0726869371,-1.0760247972,-0.7925019264000001,-0.9805374676,-0.9906549931,-0.6426263332000001,-0.7112468242000001,-0.7117017640000001,-0.9988235951000001,-0.2509264946,-0.0422453351,0.0363575617,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 2.0, 4.0, 4.0, 5.0]"
1,3953,1,John,gave,away,the recipe,['family'],['with instructions'],3,-6.0555574894,the family recipe with instructions,11,2,5,5,1,5,-5.5703639984,5,-5.1811747551,5,-5.1217249632,5,-5.5501990914,5,-5.6795346472,5,-6.362203651,5,-7.9477412966,5,-5.2785957654,6,-5.4670049879,5,-5.7543840408,5,-5.0225183964,5,-5.4101443291,5,1,4,5.5,5,3,John gave away the family recipe with instructions.,John gave the family recipe with instructions away.,-0.753112793,-1.0685963631,-1.158455193,-0.7288277150000001,-0.4565624131,-0.0517641703,-1.160879453,-0.7442306413,-0.8262112936,-0.9395976067,-1.1039953232,-1.2690509557,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 1.0, 6.0, 7.0]"
2,3627,2,John,kept,up,the joke,[],"['about his role', 'for the play']",3,-4.9854571603,the joke about his role for the play,11,1,9,8,1,10,-4.5618476868,9,-4.743897178,9,-4.4926557107,9,-4.7416080995,9,-4.9330729246,9,-5.5064305067,9,-6.8557013671,9,-4.2956378677,9,-4.907003363,9,-4.9397740761,9,-4.51023648,10,-4.8909393657,10,1,2,11.0,8,3,John kept up the joke about his role for the play.,John kept the joke about his role for the play up.,-0.5899842002,-0.6478385925,-0.6098128666,-0.21849419850000001,-0.5056781372,-0.4225941897,-0.5655720234,-0.9578717838,-0.5883704821,-0.6808135113,-0.1559847485,-0.5532211391,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 6.0, 6.0, 6.0]"
3,1654,3,John,called,off,his wedding,[],"['in the churchouse', 'in the afternoon']",3,-5.3457366625,his wedding in the churchouse in the afternoon,13,1,10,8,1,11,-5.2389567693,10,-5.1221866608,10,-4.6623473565,10,-4.6015665134,10,-5.0529364439,10,-5.1043460919,10,-7.6183425096,10,-4.9120357037,10,-5.163298937,10,-5.2705381834,10,-4.6430381934,11,-5.074023962,11,1,3,13.0,8,3,John called off his wedding in the churchouse in the afternoon.,John called his wedding in the churchouse in the afternoon off.,-0.8555908203,-0.5545689265,-0.8146560192000001,-0.7284266948,-0.6306413137,-0.8677387238000001,-0.9089989296000001,-0.2906498114,-0.793704363,-0.7812338609,-0.7385118802,-0.5938982169,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 7.0, 4.0, 1.0]"
4,2183,4,John,turned,down,her proposal,"['updated', 'stock']","['from the meeting', 'for the funds', 'for his company']",6,-5.629404664,her updated stock proposal from the meeting for the funds for his company,20,1,13,13,1,13,-5.6444766521,13,-5.8477480412,13,-5.6408236325,13,-5.5519159138,13,-5.5244720122,13,-5.4126271921,13,-7.0389528555,13,-5.4543297712,14,-5.4633114759,13,-5.5640462146,13,-5.4145628214,13,-5.6192873716,13,1,4,20.0,13,6,John turned down her updated stock proposal from the meeting for the funds for his company.,John turned her updated stock proposal from the meeting for the funds for his company down.,-0.5962877274,-0.29531121250000003,-0.1349081695,-0.3144384921,-0.8171793153,-0.7590629353,-0.9515053805,-0.5142711471,-0.5519103162,-0.6211618255,-0.515830934,-0.8314300478000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 2.0, 4.0, 7.0]"
5,3345,5,John,cleans,up,the mess,"['big', 'food']",['on the carpet'],4,-5.5722383499,the big food mess on the carpet,8,1,7,7,1,7,-4.9819049835,7,-5.3428073883,7,-5.0528309822,7,-4.8108390808,7,-5.0131343495,7,-4.8648624854,7,-7.1697675532,7,-4.7768289393,7,-4.2888562679,7,-4.342108806,7,-4.1756668091,7,-4.0195867538,7,1,2,8.0,7,4,John cleans up the big food mess on the carpet.,John cleans the big food mess on the carpet up.,-1.0418704987,-1.0858951569,-1.2132514477,-1.1424926758,-0.6692941405,-1.2695531411,-1.0102805224,-0.6167404001,-1.0504942338,-1.1077427466,-0.9246307373,-0.9215165139,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 5.0, 7.0, 7.0]"
6,397,6,John,put,out,a statement,['long'],"['from his client', 'for the press']",4,-4.27023681,a long statement from his client for the press,11,1,9,9,1,9,-3.9773801168,9,-4.2218281428,9,-4.150439779,9,-4.2987252076,9,-4.9184525930000005,9,-5.2896179419000005,9,-6.2542033195,9,-4.4513490995,9,-4.8041342589000005,9,-4.8577169638,9,-4.6639269988,9,-5.1270815531,9,1,3,11.0,9,4,John put out a long statement from his client for the press.,John put a long statement from his client for the press out.,-0.8858108520000001,-0.9405047099,-0.8812120358000001,-0.62139829,-0.45604063910000003,-0.3527309711,-0.9379255222,-0.6143057743,-0.4516382584,-0.6112912619,-0.5537524223,-0.6141830286000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 5.0, 3.0, 7.0]"
7,2470,7,John,threw,away,the leftovers,"['stinky', 'dinner']","['on the shelf', 'in the fridge']",5,-4.9335084279,the stinky dinner leftovers on the shelf in the fridge,14,2,12,10,1,12,-4.4572158813,12,-4.2058425903,12,-4.07415603,12,-4.1122074445,12,-4.2043317795,11,-4.4025835355,11,-6.3880855739,12,-4.5354871452,13,-3.2312582731,16,-3.3914109707,16,-3.8727584203,12,-4.2989458084,12,1,4,7.0,10,5,John threw away the stinky dinner leftovers on the shelf in the fridge.,John threw the stinky dinner leftovers on the shelf in the fridge away.,-0.5521062216,-0.3885111491,-0.4609179497,-0.5924000104,-0.5281907717000001,-0.9818632762,-0.8246747851,-0.4269042313,-0.4388263464,-0.4077298641,-0.3287584941,-0.3887071292,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 5.0, 7.0]"
8,315,8,John,put,out,the fire,"['massive', 'red']",['in the living room'],4,-4.7950177626,the massive red fire in the living room,12,1,8,8,1,8,-4.5900157582,8,-4.6990828081,8,-4.2622226368,8,-4.0396748023,8,-4.4371647835,8,-4.7754870653,8,-6.163837115,8,-4.2138572173,8,-4.6566372712,8,-4.6937427521,8,-4.0391811891,8,-3.9288540753,8,1,2,12.0,8,4,John put out the massive red fire in the living room.,John put the massive red fire in the living room out.,-0.3526396318,-0.37379039410000003,-0.5914692879,-0.6519402157,-0.5118551254,-0.7413931688000001,-1.283972303,-0.5210969665,-0.2388326725,-0.411392649,-0.7737822966,-1.4420924621,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 6.0, 7.0, 6.0]"
9,282,9,John,put,out,the fire,['hot'],['of the fireplace'],3,-5.4373289744,the hot fire of the fireplace,9,1,6,6,1,6,-5.1484307183,6,-5.3861601088,6,-4.5482753118,6,-4.7160977258,6,-4.8303934097,6,-5.2549370289,6,-6.9512356281,6,-4.1268970701,6,-4.3623906916,7,-4.6035902717,7,-4.3510517014,6,-4.4690526326,6,1,2,9.0,6,3,John put out the hot fire of the fireplace.,John put the hot fire of the fireplace out.,-0.0774188572,0.1704326206,-0.4688571824,-0.19507312770000002,-0.13794121750000002,-0.1659571171,-0.5807067871,-0.5427803464000001,-0.1427931785,-0.1769705252,-0.406560421,-0.5442901188,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[2.0, 7.0, 1.0, 7.0, 6.0]"
10,2154,10,John,turned,down,her proposal,['quarterly'],['for the funds'],3,-5.8056290944,her quarterly proposal for the funds,10,1,6,6,1,6,-5.7409197489,6,-6.0048357646,6,-5.8673990038,6,-5.9950942463,6,-6.1984667778,6,-6.3304666042,6,-6.7005805969,6,-5.5488836288,7,-5.6285704266,7,-5.7353698124,7,-5.5636753506,6,-5.8254254659,6,1,4,10.0,6,3,John turned down her quarterly proposal for the funds.,John turned her quarterly proposal for the funds down.,-0.5030195449,-0.3855832417,-0.4432121912,-0.4831790924,-0.6510231018,-0.7832999707,-2.3742521286000002,-0.8358091832000001,-0.4480836608,-0.561386932,-1.0924318102,-1.4352177514,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 7.0, 5.0]"
11,556,11,John,worked,out,the schedule,['revised'],"['for his employees', 'in the team']",4,-5.0353999138,the revised schedule for his employees in the team,14,1,9,9,1,9,-4.7200269699,9,-4.9688024521,9,-4.8239864111,9,-4.7958159447,9,-4.7342195511,9,-4.4772323095,9,-7.445453387,9,-4.5899574573,10,-4.4139780317,10,-4.4850899833,10,-4.3913958867,9,-4.3660883904,9,1,3,14.0,9,4,John worked out the revised schedule for his employees in the team.,John worked the revised schedule for his employees in the team out.,-0.8938481013,-1.0200999578,-0.8906835318,-0.8528700272,-1.2454171547,-1.5741513325,-0.9511779272,-0.649098543,-1.1545486791,-1.1899766922,-0.963193218,-1.3043781121,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 6.0, 6.0]"
12,138,12,John,gave,up,his secret,['shameful'],['in his marriage'],3,-5.4685704973,his shameful secret in his marriage,10,1,6,6,1,7,-4.9320992364,6,-4.8424610562,6,-5.1962340673,6,-5.1811205546,6,-5.2631765366,6,-5.1624322414,6,-7.6690523148,6,-4.7656762123,7,-4.9812330333,7,-5.1430673166,7,-4.4967515945,7,-4.6704990387,7,1,3,10.0,6,3,John gave up his shameful secret in his marriage.,John gave his shameful secret in his marriage up.,-1.1949768066,-1.3927531772,-1.1227616204,-0.9454738299000001,-0.9770321846000001,-1.2418636322,-1.4880415439,-1.3651668549,-0.7525901361,-0.8786741603,-0.8406167031,-1.0264089584,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 1.0, 7.0, 6.0]"
13,451,13,John,put,out,a statement,"['formal', 'professional']",['for the press'],4,-4.8755735397,a formal professional statement for the press,13,1,7,7,1,7,-4.6620483398,7,-5.0080734253,7,-4.8071418762,7,-4.9837921143,7,-5.0048937798,7,-5.4974170598,7,-6.7025689645,7,-4.9185484409,7,-5.0132601478,7,-5.0990860679,7,-4.5519572258,7,-4.6571913719,7,1,3,13.0,7,4,John put out a formal professional statement for the press.,John put a formal professional statement for the press out.,-0.9354080201,-0.9720916748,-0.6149387837,-0.7923448085,-1.0785271471,-0.8923087554,-1.2670368715,-0.9334906578000001,-0.7775542086,-0.7497039275,-1.0628892899,-1.2138689041,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 7.0]"
14,3836,14,John,brought,in,his tools,['large'],[],2,-6.3891115189,his large tools,4,1,4,3,1,4,-5.6321760813,4,-6.2573254903,4,-5.5565298398,4,-5.5350923538,4,-6.3194400242,4,-6.6075004169,4,-8.0471972738,4,-5.0486601194,4,-6.1956846373,4,-6.3032084874,4,-5.3067523638,4,-5.1984581947,4,1,2,4.0,3,2,John brought in his large tools.,John brought his large tools in.,-0.0521036784,0.0169588725,-0.2719006539,-0.3924501737,0.0097007751,-0.1993602344,-1.798706259,-0.43600670490000004,-0.1747966494,-0.201302324,-0.25957457230000003,-0.46410671870000003,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 4.0, 4.0, 3.0, 4.0, 1.0]"
15,1420,15,John,carries,out,his plan,['detailed'],"['to raise money', 'for saving his house']",4,-4.9623796023,his detailed plan to raise money for saving his house,15,1,10,10,1,10,-4.6597075829,10,-4.8019655668,10,-4.4644232897,10,-4.5572993572,10,-4.5775428499,10,-4.8374809878,10,-5.9393143654000005,10,-4.484668585,10,-4.5976560456,10,-4.6537742274000005,10,-4.2794783666,10,-4.3807711234,10,1,2,15.0,10,4,John carries out his detailed plan to raise money for saving his house.,John carries his detailed plan to raise money for saving his house out.,-0.9505668053,-0.7194161048000001,-0.9932098022,-0.9007293628,-0.9173887798,-0.7244631223,-0.40660204200000005,-1.0808619719,-0.7772420134,-0.8365251678000001,-0.7127896822,-0.6213870416,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 5.0, 7.0, 7.0]"
16,437,16,John,put,out,a statement,"['long', 'professional']","['from his client', 'for the press']",5,-4.7522117908,a long professional statement from his client for the press,15,1,10,10,1,10,-4.6139021653,10,-4.7655557486,10,-4.7669166785,10,-4.7759059026,10,-5.0869978837,10,-5.2804724489,10,-6.6042444365,10,-4.8356196697,10,-5.0484828608,10,-5.1226415294,10,-4.747123058,10,-5.0305595398,10,1,3,15.0,10,5,John put out a long professional statement from his client for the press.,John put a long professional statement from his client for the press out.,-0.8437538147,-0.6364223773000001,-0.720319051,-0.4314745022,-0.9054813044000001,-0.9336827823,-1.1093244894,-0.6377181273,-0.7385116305,-0.6659217562,-0.8787832994,-0.8838170858000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 5.0, 7.0]"
17,1542,17,John,called,off,the operation,['military'],"['to help civilians', 'in Afghanistan']",4,-4.1919859106,the military operation to help civilians in Afghanistan,19,1,8,8,1,8,-4.1445614208,8,-4.2778308175,8,-4.5574678941,8,-4.2832114913,8,-4.7113313278,8,-4.823046724,8,-6.5512481531,8,-4.270365715,9,-4.5587636507000004,9,-4.6146893868,9,-3.9450950623,8,-4.3084874153,8,1,5,19.0,8,4,John called off the military operation to help civilians in Afghanistan.,John called the military operation to help civilians in Afghanistan off.,-1.0158694874,-0.7811711051,-0.7225522562000001,-0.9113613476,-0.5966222683,-0.6991574764,-1.9009629487,-0.7750198047,-0.41459006530000003,-0.5870428085,-0.5804289904000001,-1.0116453604,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 7.0, 7.0]"
18,3353,18,John,cleans,up,the mess,"['dirty', 'food']",['on the carpet'],4,-5.4809423447,the dirty food mess on the carpet,9,1,7,7,1,7,-4.9029628754,7,-4.986749649,7,-4.865208149,7,-4.9615766048,7,-5.0539989905,7,-5.1041777784,7,-7.3135305318,7,-4.7791426399,7,-4.378177762,7,-4.426738143,7,-4.5041239262,7,-4.864948082,7,1,2,9.0,7,4,John cleans up the dirty food mess on the carpet.,John cleans the dirty food mess on the carpet up.,-0.9801059723000001,-0.89948349,-1.2121529102,-1.037813139,-0.6907185208000001,-1.1344007145,-1.0763189142,-0.6417223757,-0.727437536,-0.8053842783,-0.8244987011,-1.0015311241,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[2.0, 6.0, 7.0, 7.0]"
19,2423,19,John,threw,away,his relationship,"['close', 'friendly', 'longtime']","['with Andrew', 'since third grade']",6,-6.8863767477,his close friendly longtime relationship with Andrew since third grade,19,2,10,10,1,10,-6.6729472234000005,10,-6.0425464924,10,-5.8683238763,10,-5.976237077,10,-6.202514989,10,-6.6421171256000004,10,-9.0646344253,10,-6.2116404602,11,-5.6456804276,11,-5.8488744418,11,-6.0879496794,10,-6.4399327498,10,1,5,9.5,10,6,John threw away his close friendly longtime relationship with Andrew since third grade.,John threw his close friendly longtime relationship with Andrew since third grade away.,-0.644697336,-0.5864557119,-0.41789869160000004,-0.3640916897,-0.12393614230000001,-0.1543876103,-0.3788236891,-1.0736049583,-0.1323443094,-0.1038534482,-0.3707298133,-0.2604845487,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[3.0, 7.0, 2.0, 7.0]"
20,4067,20,John,called,back,the customer,['angry'],['from the store'],3,-5.0747445424,the angry customer from the store,9,1,6,6,1,6,-4.9702271356,6,-4.7547306485,6,-4.8973755307,6,-5.2630192969,6,-5.1897377491,6,-5.049129343,6,-7.976775074,6,-4.7147137854,6,-5.2130681992,6,-5.2747150898,6,-4.5748662949,6,-4.9512205124,6,1,4,9.0,6,3,John called back the angry customer from the store.,John called the angry customer from the store back.,-0.1056086222,-0.1336453755,-0.0442358652,-0.0501270294,-0.055864954,-0.0899046898,-0.0969738007,-0.44119294480000004,-0.19873266220000002,-0.2566931725,-0.20277616710000002,-0.2663070891,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[1.0, 6.0, 1.0, 7.0, 6.0, 1.0, 4.0, 3.0, 7.0, 3.0, 1.0, 3.0]"
21,621,21,John,worked,out,the plan,['secret'],"['to win the trophy', 'for the next season']",4,-4.2674324853,the secret plan to win the trophy for the next season,14,1,11,11,1,11,-4.2263704027,11,-4.1489620209,11,-4.1102012907,11,-4.1829533577,11,-4.3801118215,11,-4.266775767,11,-5.8509901365,11,-3.5586650848,12,-3.9476954341,12,-4.0468147397,12,-3.8756211485,11,-4.2006691183000004,11,1,2,14.0,11,4,John worked out the secret plan to win the trophy for the next season.,John worked the secret plan to win the trophy for the next season out.,-1.0707280296,-1.0314536094,-0.8912010533,-0.9367390701,-0.7792794863,-1.1247921626,-0.7779562950000001,-0.8682288806,-0.7792620659,-0.7764770091000001,-0.9160371508,-1.0708890983,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 6.0, 7.0]"
22,126,22,John,gave,up,her location,"['favorite', 'winning', 'hiding']","['under the stairs', 'for the game']",6,-5.7011431285,her favorite winning hiding location under the stairs for the game,19,1,11,11,1,11,-5.6070711953,11,-5.5166354179,11,-5.5836809703,11,-5.6934926169,11,-5.7729825338,11,-6.0329384804,11,-7.6197297732000004,11,-5.9998089586,11,-5.6836590449,11,-5.8287968953,11,-5.419311251,11,-5.979581356,11,1,4,19.0,11,6,John gave up her favorite winning hiding location under the stairs for the game.,John gave her favorite winning hiding location under the stairs for the game up.,-0.5695536478000001,-0.7427003725,-0.76851167,-0.57481793,-0.5886798858,-0.6342943509,-1.2808783531,-0.5325279236,-0.7344661077,-0.6398218473,-0.8819293294,-0.9017103059,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 6.0, 7.0, 7.0, 7.0]"
23,3842,23,John,brought,in,his tools,['professional'],['in his house'],3,-5.4471255408,his professional tools in his house,9,1,6,6,1,6,-5.1974322001,6,-5.318623013,6,-5.0939922333,6,-5.1491569943,6,-5.578269577,6,-5.8047457218,6,-7.2370856285,6,-4.8000223902,6,-5.7314668655,6,-5.9025719166,6,-4.8243862788,6,-5.0810810725,6,1,2,9.0,6,3,John brought in his professional tools in his house.,John brought his professional tools in his house in.,-0.8832414415000001,-1.0618142022000001,-1.1048237482,-1.0339902242,-0.6064507485,-0.6716307163,-1.17786479,-0.7678833007,-0.6274791718,-0.6834420681000001,-0.6406649483,-0.7899159325,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 7.0, 4.0, 5.0]"
24,3694,24,John,kept,up,the pace,"['steady', 'quick']","['on the track', 'for the race']",5,-4.6123523712,the steady quick pace on the track for the race,12,1,10,10,1,10,-4.4029332674,10,-4.3745686458,10,-4.3282979085,10,-4.1909228838,10,-4.5134780066,10,-4.9277311393,10,-7.0704352174,10,-4.3306974998,10,-4.3807181631,10,-4.3492117269,10,-4.0741964487,10,-4.1296593593,10,1,2,12.0,10,5,John kept up the steady quick pace on the track for the race.,John kept the steady quick pace on the track for the race up.,-0.8689451952,-0.862492488,-0.8985190391000001,-1.0134270742,-0.6838549206,-1.0001938684,-0.5147258214,-0.6741012426,-0.6632463251,-0.7530092171,-0.7375825735,-0.9988602858000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 6.0, 2.0, 7.0, 6.0]"
25,1721,25,John,hand,in,his paper,['finished'],['in Helvetica font'],3,-5.676509337,his finished paper in Helvetica font,12,1,8,6,1,8,-4.9894970981,8,-5.4878038927,8,-5.4450508898,8,-5.6095029224,8,-6.4916768074,6,-6.4547227383,6,-9.4388069312,8,-7.0287708839,9,-5.2670416832,8,-5.4371006091,8,-5.3166076053,8,-5.4168058309000005,8,1,3,12.0,6,3,John hand in his finished paper in Helvetica font.,John hand his finished paper in Helvetica font in.,-0.8537843877,-1.0692639784,-0.9770035744000001,-0.6534534368,-0.8252810001,-0.6022133827,-1.3835041125,-0.46766368550000004,-0.9060584307,-0.8423327605,-0.2384584167,-0.43261072850000004,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 4.0, 7.0, 7.0, 5.0]"
26,1639,26,John,called,off,the meeting,"['collaborative', 'group']","['to discuss updates', 'for the team', 'for the past week']",6,-4.4271824781,the collaborative group meeting to discuss updates for the team for the past week,23,1,14,14,1,14,-4.5973418741,14,-4.3688249027,14,-4.1387919538,14,-4.3231552909,14,-4.6855915652,14,-4.7516112592,14,-6.9441221555,14,-4.5321733575,16,-4.3840048439,15,-4.3548770704,15,-4.4540284101,14,-4.6216740328,14,1,3,23.0,14,6,John called off the collaborative group meeting to discuss updates for the team for the past week.,John called the collaborative group meeting to discuss updates for the team for the past week off.,-0.38918371760000003,-0.2761532279,-0.4804859723,-0.375620814,-0.016247405,-0.4436605242,-6.33399e-05,-0.1890739893,-0.08370256420000001,-0.1995349432,-0.3806927625,-0.7412654091,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 1.0, 5.0]"
27,624,27,John,worked,out,the plan,['ambitious'],[],2,-6.0133803686,the ambitious plan,5,1,4,3,1,4,-5.4164638519,4,-5.6426773071,4,-5.6433973312,4,-5.7447678248,4,-6.0903303964,4,-6.0819599288,4,-8.4393931798,4,-4.2866025652,5,-6.0153687341,4,-6.2104072571,4,-5.34187754,4,-5.8020842870000005,4,1,2,5.0,3,2,John worked out the ambitious plan.,John worked the ambitious plan out.,-1.249941508,-1.4181823731,-1.0807171663,-0.334331274,-0.4619760513,-0.5330450875,-1.3023533139,-0.749414444,-0.49616636550000004,-0.44264745710000003,-0.9383575121000001,-0.7991407712,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 5.0, 5.0, 7.0, 6.0]"
28,886,28,John,backs,up,his car,['fast'],"['for racing', 'from Germany']",4,-6.0865503311,his fast car for racing from Germany,10,1,7,7,1,7,-5.8187080383,7,-6.4874382019,7,-6.1928331375,7,-6.3427655697,7,-6.0122702772,7,-5.7002203681,7,-8.2547927336,7,-6.4104750633,7,-5.9708257588,7,-6.0415358977,7,-5.5742064953,7,-5.7268089294,7,1,2,10.0,7,4,John backs up his fast car for racing from Germany.,John backs his fast car for racing from Germany up.,-0.8409515381,-0.8539413452,-0.8897911072,-0.6699231624,-0.8891880295000001,-1.1619379737,-1.4382962747,-0.5666914940000001,-0.9691383622,-1.1750240326,-0.8655797481,-1.052208519,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 5.0, 6.0, 4.0, 5.0]"
29,2930,29,John,looks,up,his question,"['complicated', 'algebra']",['from the morning'],4,-6.1862020493,his complicated algebra question from the morning,14,1,7,7,1,7,-6.3451889038000004,7,-6.0913398743,7,-5.9331905842,7,-5.8175708771,7,-5.4873357253,7,-5.564841834,7,-8.5947900685,7,-5.5483700037,9,-5.6979605068,7,-5.6907769116,7,-5.2739186287,7,-5.8304600716,7,1,3,14.0,7,4,John looks up his complicated algebra question from the morning.,John looks his complicated algebra question from the morning up.,-0.2704498291,-0.8691371917,-0.8580361366,-0.5376795292000001,-1.3271184401,-1.5114468661,-1.0671645512,-0.4539970954,-1.2899860035,-1.559228377,-1.0041331291,-1.5135367393,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 7.0]"
30,3231,30,John,put,on,a jacket,"['green', 'rain']","['with a hood', 'with fleece lining']",5,-4.5941272463,a green rain jacket with a hood with fleece lining,13,1,11,10,1,11,-4.2153162275,11,-4.0211985452,11,-3.7501205376,11,-3.7145135062,11,-4.1360259737,10,-4.3663093363,10,-7.3284790993,11,-4.6127439499,12,-3.377613825,13,-3.5136753251,13,-3.4273793016,11,-3.8446874278,11,1,3,13.0,10,5,John put on a green rain jacket with a hood with fleece lining.,John put a green rain jacket with a hood with fleece lining on.,-0.6287781852000001,-0.5894963401000001,-0.7369371142000001,-0.5731635775,-0.4979633263,-0.6053493363,-0.7595211347,-0.5016924222,-0.4043874179,-0.41329358600000005,-0.4636209692,-0.6533668722,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 6.0, 6.0, 7.0]"
31,1656,31,John,called,off,his wedding,['small'],[],2,-6.4072682063,his small wedding,4,1,4,3,1,4,-5.838921229,4,-5.5049937566,4,-5.4780251185,4,-5.6971111298,4,-5.9210406031,4,-6.3747476169,4,-8.8174232755,4,-5.7867430051,4,-5.8651249068,4,-6.1021426746,4,-5.1844391823,4,-5.4746135076,4,1,3,4.0,3,2,John called off his small wedding.,John called his small wedding off.,-0.6426391602,-0.9478190740000001,-0.6162418525000001,-0.48755804690000004,-0.9166618756,-0.7264363425,-1.4339936121,-0.3808363279,-0.5577009065,-0.4969852992,-0.8097248077,-0.9251112938,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 7.0, 7.0, 4.0]"
32,1927,32,John,turned,down,the invitation,['printed'],"['from the host', 'for the wedding']",4,-4.7798644702,the printed invitation from the host for the wedding,14,1,9,9,1,9,-4.5061235428,9,-4.6526660919000005,9,-4.4499376615,9,-4.3503247102,9,-4.6058340073,9,-4.4999587352,9,-6.675769219,9,-5.0201094548,9,-4.6910544175,9,-4.8468222985,9,-4.0544876258,9,-4.3414250215,9,1,5,14.0,9,4,John turned down the printed invitation from the host for the wedding.,John turned the printed invitation from the host for the wedding down.,-0.8459091186000001,-0.6983766556000001,-0.8788030147,-0.8960915407000001,-0.8098172041,-0.9998132266,-1.7159244098,-0.6527288357000001,-0.5960932512,-0.7151474586000001,-0.8414182663,-1.1810508966,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 4.0, 6.0, 5.0, 7.0]"
33,170,33,John,gave,up,his secret,"['shameful', 'longtime']",['in his marriage'],4,-6.0307374954,his shameful longtime secret in his marriage,13,1,7,7,1,8,-5.6822921753,7,-5.6616661072,7,-5.9687953949,7,-6.02733078,7,-5.7286242572,7,-5.8304559101,7,-8.4873864867,7,-5.3234076103,9,-4.9887596277,9,-5.0942659378,9,-5.0990605788,8,-5.1509579745,8,1,3,13.0,7,4,John gave up his shameful longtime secret in his marriage.,John gave his shameful longtime secret in his marriage up.,-1.3506782532000001,-1.7064483642000001,-1.1186526775,-0.9099634648,-0.573845083,-0.8835851496,-1.4814340852,-1.1423962513,-0.6830032789,-0.8564878244,-0.5676427321,-0.9781485471,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 4.0, 6.0, 6.0, 7.0]"
