,id,subj,verb,obj1,adj1,preps1,obj2,adj2,preps2,obj1 phrasal weight,obj2 phrasal weight,distilgpt2 sentence score,full obj1,full obj2,obj1 syll,obj2 syll,distilgpt2 obj1 tokens,distilgpt2 obj2 tokens,obj1 len,obj2 len,gpt2 sentence score,gpt2 obj1 tokens,gpt2 obj2 tokens,gpt2_med sentence score,gpt2_med obj1 tokens,gpt2_med obj2 tokens,gpt2_large sentence score,gpt2_large obj1 tokens,gpt2_large obj2 tokens,gpt2_xl sentence score,gpt2_xl obj1 tokens,gpt2_xl obj2 tokens,llama_3 sentence score,llama_3 obj1 tokens,llama_3 obj2 tokens,llama_3_chat sentence score,llama_3_chat obj1 tokens,llama_3_chat obj2 tokens,babyopt sentence score,babyopt obj1 tokens,babyopt obj2 tokens,babyllama sentence score,babyllama obj1 tokens,babyllama obj2 tokens,mistral_0.3 sentence score,mistral_0.3 obj1 tokens,mistral_0.3 obj2 tokens,mistral_0.3_chat sentence score,mistral_0.3_chat obj1 tokens,mistral_0.3_chat obj2 tokens,olmo sentence score,olmo obj1 tokens,olmo obj2 tokens,olmo_chat sentence score,olmo_chat obj1 tokens,olmo_chat obj2 tokens,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
8,8,John,shipped,his roommate,"['sweet', 'friendly', 'college']",['from Dubai'],a car,"['new', 'sports']",[],5,3,-6.1530408859,his sweet friendly college roommate from Dubai,a new sports car,11,4,7,5,7,4,-5.6419184549,7,5,-6.1192358562,7,5,-5.5672692571,7,5,-5.7330895492,7,5,-5.9732737859,7,5,-5.8406720797,7,5,-8.6525849024,7,5,-5.2308124093,9,5,-5.0147874215,9,5,-4.9695959091,9,5,-5.3357542674,8,5,-5.5649584452,8,5,2.75,1.75,1.6666666667,John shipped a new sports car to his sweet friendly college roommate from Dubai.,John shipped his sweet friendly college roommate from Dubai a new sports car.,-0.5649323306,-0.3977624348,-0.5865004561,-0.5160163078000001,-0.3926259132,-0.7038783732,-0.7480237053000001,-0.6076786729,-0.4945893726,-0.5085135997,-0.5859511148000001,-0.9445007438,da,"[7.0, 6.0, 6.0, 7.0, 1.0]"
9,9,John,showed,the group,[],['with maps'],the building,"['Baroque', 'church']","['with the dome', 'from Italy']",2,5,-5.7458569209,the group with maps,the Baroque church building with the dome from Italy,4,13,5,11,4,9,-5.3484846751,5,11,-5.054072698,5,11,-4.7100533115,5,11,-4.9509081046,5,11,-5.0495302412,5,10,-5.1885513465,5,10,-6.5965231845,5,11,-4.9698956013,6,12,-4.5534751415,5,12,-4.6682841301,5,12,-4.7467512804,5,10,-5.0260920244,5,10,0.3076923077,0.4444444444,0.4,John showed the Baroque church building with the dome from Italy to the group with maps.,John showed the group with maps the Baroque church building with the dome from Italy.,0.07965443180000001,-0.0865251503,-0.217833988,-0.3244453271,-0.3125147103,-0.3219230549,0.0374412592,0.0218615407,-0.1913993108,-0.2959095654,-0.3712322992,-0.25139561120000004,da,"[4.0, 6.0, 3.0, 7.0, 7.0]"
10,10,John,made,his mother,['old'],['at the care home'],a feast,['grand'],['with chicken'],3,3,-5.1333631516,his old mother at the care home,a grand feast with chicken,8,6,7,5,7,5,-4.9979466756,7,5,-5.2814605713,7,5,-4.8586501757,7,5,-5.1333576202,7,5,-4.7337060571,7,5,-5.1186096966,7,5,-6.9276364744,7,5,-5.0797351837,7,5,-4.508538162,7,6,-4.595277618,7,6,-4.6104552587,7,5,-4.9629096349,7,5,1.3333333333,1.4,1.0,John made a grand feast with chicken for his old mother at the care home.,John made his old mother at the care home a grand feast with chicken.,-0.583062508,-0.34977945600000004,-0.3019066856,-0.10781735020000001,-0.5592963258,-0.5312959850000001,-1.1789681971000001,-0.7118006366,-0.5758283980000001,-0.5889253213,-0.7197514761,-0.9266244979,da,"[2.0, 1.0, 4.0, 4.0]"
11,11,John,showed,his roommate,"['new', 'visiting', 'exchange']",[],a song,"['energetic', 'pop']",['with a really good chorus'],4,4,-6.4033352347,his new visiting exchange roommate,a energetic pop song with a really good chorus,9,15,6,9,5,9,-5.8900523466,6,9,-5.9402201035,6,9,-6.2594183193,6,9,-5.9930740525,6,9,-5.9041199684,6,9,-6.2206655343,6,9,-8.7361751662,6,9,-5.2275919006,7,12,-5.0182653155,7,11,-5.0535387539,7,11,-5.3886565102,7,9,-6.1006589466,7,9,0.6000000000000001,0.5555555556,1.0,John showed a energetic pop song with a really good chorus to his new visiting exchange roommate.,John showed his new visiting exchange roommate a energetic pop song with a really good chorus.,0.0427766127,0.0481951096,0.3363308118,0.0347641041,-0.4866633415,-0.2684986218,0.034858809500000004,0.021842317400000002,-0.1413272176,-0.0776310659,-0.0411919083,0.10321490600000001,da,"[4.0, 1.0, 2.0, 1.0]"
12,12,John,showed,his mom,['sweet'],['with a film degree'],a song,"['energetic', 'pop']",[],3,3,-6.2017823628,his sweet mom with a film degree,a energetic pop song,8,7,7,5,7,4,-5.8967372349,7,5,-6.1977342878,7,5,-6.3286044938,7,5,-6.346283538,7,5,-6.3936463038,7,5,-6.506775252,7,5,-8.3508689245,7,5,-5.1195882909,7,8,-6.0917766094,7,6,-6.1522618234,7,6,-5.9815615245,7,5,-6.1483353887,7,5,1.1428571429,1.75,1.0,John showed a energetic pop song to his sweet mom with a film degree.,John showed his sweet mom with a film degree a energetic pop song.,-1.2321813395,-0.5274464115,-0.6369682302,-0.6531241202,-0.4847495942,0.12572991050000001,-0.9951800777,-0.5376631863,-0.2979369958,-0.37241529430000003,-0.1419887805,-0.4173178254,da,"[4.0, 6.0, 7.0, 4.0]"
13,13,John,played,his mom,"['sweet', 'supportive', 'caring']",[],a song,"['energetic', 'danceable']","['with a really good chorus', 'from his favorite record label']",4,5,-6.1928786402,his sweet supportive caring mom,a energetic danceable song with a really good chorus from his favorite record label,8,26,6,15,5,14,-5.8590003304,6,15,-5.6234611843,6,15,-5.7363649037,6,15,-5.8265127306,6,15,-5.2499825954,6,15,-5.710443755,6,15,-8.6011475523,6,15,-5.5572206974,8,18,-5.0168787699,6,17,-5.1216532267,6,17,-5.2636609699,6,15,-6.1066180519,6,15,0.3076923077,0.3571428571,0.8,John played a energetic danceable song with a really good chorus from his favorite record label for his sweet supportive caring mom.,John played his sweet supportive caring mom a energetic danceable song with a really good chorus from his favorite record label.,-0.27843679650000003,-0.2407622959,0.0592786371,-0.07333612070000001,-0.180622049,0.1431531379,-0.1405943123,-0.18459142580000001,-0.2676609869,-0.27046276680000003,-0.4556268591,-0.1873908533,da,"[4.0, 6.0, 7.0, 3.0]"
14,14,John,sells,immigrants,['American'],['in politics'],houses,"['large', 'modern']","['from a famous architect', 'from the 80s']",3,5,-5.7043216493,American immigrants in politics,large modern houses from a famous architect from the 80s,11,14,4,11,4,10,-5.3846113417,4,11,-5.6296638913,4,11,-5.2929209338,4,11,-5.3996990257,4,11,-5.0281028986,4,12,-5.5445648909,4,12,-7.3367136152,4,11,-5.0482592583,5,12,-4.5776461254,4,13,-4.6455935782,4,13,-5.2245221933,4,11,-5.5276943048,4,11,0.7857142857,0.4,0.6000000000000001,John sells large modern houses from a famous architect from the 80s to American immigrants in politics.,John sells American immigrants in politics large modern houses from a famous architect from the 80s.,-1.1018709419,-0.509255939,-0.6748876494,-0.8351820388000001,-0.7368306624000001,-0.4215841381,-1.1188364726,-0.6541350013,-0.6959763874,-0.70727264,-0.7869046763,-0.8820481347,da,"[6.0, 5.0, 2.0, 1.0, 5.0]"
15,15,John,showed,the group,"['large', 'crowded', 'tour']","['with bags', 'with maps', 'from America']",the building,['tall'],['with the dome'],7,3,-6.0228680611,the large crowded tour group with bags with maps from America,the tall building with the dome,15,7,11,6,11,6,-5.5490196228,11,6,-5.4694906235,11,6,-5.4125628471,11,6,-5.4209974766,11,6,-5.4385637556,11,6,-5.7385091555,11,6,-7.7692731903,11,6,-5.8351893642,12,7,-5.1856713078,11,7,-5.2485861128,11,7,-4.9424419403,11,6,-4.9313295603,11,6,2.1428571429,1.8333333333,2.3333333333,John showed the tall building with the dome to the large crowded tour group with bags with maps from America.,John showed the large crowded tour group with bags with maps from America the tall building with the dome.,-0.7638016149,-0.9312477413,-0.7224783396000001,-0.5899637548000001,-0.1955294575,-0.203489517,-0.7242144301,-0.2697113819,-0.11205303,-0.1091556291,-0.36326877700000004,-0.36696398010000003,da,"[2.0, 7.0, 7.0, 6.0, 3.0]"
16,16,John,showed,his sister,['tall'],"['in college', 'for biology', 'in Arkansas']",his outfit,"['expensive', 'tailored']",['from the designer'],5,4,-6.231917833,his tall sister in college for biology in Arkansas,his expensive tailored outfit from the designer,16,14,9,7,9,7,-6.3809906809,9,7,-6.0775447645,9,7,-5.9789442765,9,7,-6.2212400687,9,7,-6.0598472357,9,7,-6.4006292105,9,7,-8.4600243568,9,7,-5.9244271687,10,8,-5.6099265922,10,8,-5.8008294106000005,10,8,-6.2165185527,9,7,-6.6126533809,9,7,1.1428571429,1.2857142857,1.25,John showed his expensive tailored outfit from the designer to his tall sister in college for biology in Arkansas.,John showed his tall sister in college for biology in Arkansas his expensive tailored outfit from the designer.,-0.2946320472,-0.4262387794,-0.4590944965,-0.7100459219,-0.4763744442,-0.10800141660000001,-1.1779848902,-0.5528373548000001,-0.4412815406,-0.2639350891,-0.35451911070000003,-0.11109132940000001,da,"[7.0, 2.0, 6.0, 5.0, 4.0]"
17,17,John,built,his brother,"['sick', 'younger']","['with cancer', 'from the mines']",an app,['assistant'],['with a direct line to 911'],5,3,-5.7743102482,his sick younger brother with cancer from the mines,an assistant app with a direct line to 911,13,11,9,9,9,9,-5.4458154951,9,9,-5.4078155699,9,9,-5.3451543763,9,9,-5.1678131648,9,9,-4.8369465289,9,10,-5.0691089837,9,10,-7.8486962102,9,9,-5.4930277738,9,10,-4.5729031181,9,12,-4.6081477547,9,12,-4.9766236714,9,9,-5.3148161116,9,9,1.1818181818,1.0,1.6666666667,John built an assistant app with a direct line to 911 for his sick younger brother with cancer from the mines.,John built his sick younger brother with cancer from the mines an assistant app with a direct line to 911.,-0.4282989229,-0.9908823786000001,-0.8660122201,-1.0295278958,-0.6509933924,-0.7044334855000001,-0.2613531284,-0.6739446363,-0.3713284119,-0.289678301,-0.7257276365,-0.7485336599,da,"[7.0, 6.0, 6.0, 6.0, 6.0, 4.0]"
18,18,John,drafted,his family,['large'],[],a letter,[],['for the financial account'],2,2,-5.7880482674,his large family,a letter for the financial account,5,10,4,7,3,6,-5.0557874044,4,7,-5.072546641,4,7,-4.955876867,4,7,-4.8960793813,4,7,-4.9737708752,4,7,-5.0950471805,4,7,-7.9324546961,4,7,-4.4262608015,4,7,-4.615082298,4,7,-4.7072906154,4,7,-4.7193291982,4,7,-4.9681030909,4,7,0.5,0.5,1.0,John drafted a letter for the financial account for his large family.,John drafted his large family a letter for the financial account.,-1.2475906141,-0.9075437604000001,-0.8713668079,-0.7303114226,-1.0037533259,-1.0355856571,-0.9685958318000001,-0.6576981819000001,-0.8390312221,-0.7225390188,-0.7260089643000001,-0.9170531938,da,"[6.0, 4.0, 2.0, 2.0, 4.0]"
19,19,John,built,his brother,"['sick', 'younger']",['with cancer'],an app,['assistant'],['with a direct line to 911'],4,3,-5.6459042231,his sick younger brother with cancer,an assistant app with a direct line to 911,9,11,6,9,6,9,-5.2251368629,6,9,-5.1464704937,6,9,-5.0117164453,6,9,-4.8789423837,6,9,-4.4969185352,6,10,-4.6749101877,6,10,-8.0273701266,6,9,-5.5026420794,6,10,-4.2448494218,6,12,-4.2484046112,6,12,-4.571996106,6,9,-4.8973585235,6,9,0.8181818182,0.6666666667000001,1.3333333333,John built an assistant app with a direct line to 911 for his sick younger brother with cancer.,John built his sick younger brother with cancer an assistant app with a direct line to 911.,-0.5542899362,-1.1388407705,-1.0952564454,-1.1420139362,-0.8684767347000001,-0.9635087377,-0.49055987770000004,-0.8245883476,-0.49182665810000004,-0.39234218660000003,-0.5086913608,-0.32847320950000003,da,"[5.0, 6.0, 7.0, 4.0, 4.0]"
20,20,John,gave,his sister,['older'],['in Arkansas'],the documents,[],"['with his full name', 'for his medical visit']",3,3,-4.8186379539,his older sister in Arkansas,the documents with his full name for his medical visit,9,15,5,11,5,10,-4.4579192268,5,11,-4.6568800608,5,11,-4.6779019303,5,11,-4.7827625804,5,11,-4.9043000372,5,11,-5.2941231728,5,11,-6.3674100575,5,11,-4.6608688037,5,11,-4.7162645992,5,11,-4.8546816424,5,11,-4.5435354445,5,11,-5.0114193228,5,11,0.6000000000000001,0.5,1.0,John gave the documents with his full name for his medical visit to his older sister in Arkansas.,John gave his older sister in Arkansas the documents with his full name for his medical visit.,-0.46264980040000003,-0.36624530720000004,-0.17092414150000002,-0.0604027892,-0.2654068372,-0.09272329010000001,-0.9219740427,-0.8642003209,-0.2512264182,-0.29428795490000004,-0.3929937431,-0.6295871189000001,da,"[2.0, 1.0, 6.0, 3.0]"
21,21,John,rents,immigrants,[],['with college degrees'],houses,"['modern', 'vacation']",['from a famous architect'],2,4,-6.457935742, immigrants with college degrees,modern vacation houses from a famous architect,8,14,4,7,4,7,-5.5374559675,4,7,-6.0082528251,4,7,-5.8827188015,4,7,-5.8848986285,4,7,-5.8464558283,4,7,-6.3100043297,4,7,-9.4073510806,4,7,-6.0345739722,5,8,-5.6278546751,4,7,-5.6367292106,4,7,-5.8573670047,4,7,-5.9106023993,4,7,0.5714285714,0.5714285714,0.5,John rents modern vacation houses from a famous architect to immigrants with college degrees.,John rents immigrants with college degrees modern vacation houses from a famous architect.,-1.2240027962,-0.8351705781000001,-0.4239576963,-0.7281534829,-1.0929997831,-1.0962888241,-0.3903116884,-0.5725969911000001,-0.7098184804000001,-0.7197852751,-0.9057101076,-1.1351171876,da,"[7.0, 6.0, 7.0, 6.0, 7.0]"
22,22,John,mailed,his roommate,['sweet'],[],the documents,['important'],[],2,2,-6.9289735158,his sweet roommate,the important documents,4,7,4,4,3,3,-6.3956044515,4,4,-6.597181744,4,4,-6.2491334809,4,4,-6.3999580807,4,4,-5.8780023575,4,4,-5.9630362988,4,4,-8.2728356838,4,4,-4.5375590324,5,4,-5.3122870922,5,4,-5.3439393044,5,4,-5.0219153404,5,4,-5.4698140621,5,4,0.5714285714,1.0,1.0,John mailed the important documents to his sweet roommate.,John mailed his sweet roommate the important documents.,-0.3583714167,-0.4455495411,-0.5819579827,-0.8465799027,-1.3183528264,-1.0654204421,-0.968743372,-0.9151678086,-0.6425098289,-0.7481472708,-0.8065544658,-0.5084002018,da,"[1.0, 4.0, 4.0, 4.0]"
23,23,John,showed,the group,['crowded'],"['with bags', 'from America']",his outfit,"['expensive', 'handmade']","['from the designer', 'for the gala']",4,5,-6.0615896497,the crowded group with bags from America,his expensive handmade outfit from the designer for the gala,11,17,7,11,7,10,-5.7020100185,7,11,-5.5648716518,7,11,-5.5023680414,7,11,-5.5564671017,7,11,-5.7347940263,7,10,-6.0420587858,7,10,-7.9316962632,7,11,-6.0247471549,7,12,-5.5367944966,7,12,-5.6829774691,7,12,-5.2002426494,7,12,-5.5373312343,7,12,0.6470588235,0.7000000000000001,0.8,John showed his expensive handmade outfit from the designer for the gala to the crowded group with bags from America.,John showed the crowded group with bags from America his expensive handmade outfit from the designer for the gala.,-0.1844951085,-0.3754795483,-0.3545221602,-0.091770079,-0.22321772010000002,-0.138023893,-0.1972570347,-0.0881341877,-0.0180707119,-0.0046239021000000005,0.09414016010000001,0.4511551341,da,"[1.0, 6.0, 6.0, 5.0, 4.0]"
24,24,John,made,his family,['hungry'],['with extended relatives'],a feast,"['grand', 'hearty', 'celebratory']","['with chicken', 'from the farm']",3,6,-5.5086508751,his hungry family with extended relatives,a grand hearty celebratory feast with chicken from the farm,14,16,6,11,6,10,-5.6218269348,6,11,-5.4591005325,6,11,-5.3093119621,6,11,-5.5545476913,6,11,-5.0322554452,6,11,-5.2993473098,6,11,-7.9632860365,6,11,-5.8665399551,6,11,-4.5306679477,6,13,-4.5752392852,6,13,-4.904736948,6,11,-5.0683133602,6,11,0.875,0.6000000000000001,0.5,John made a grand hearty celebratory feast with chicken from the farm for his hungry family with extended relatives.,John made his hungry family with extended relatives a grand hearty celebratory feast with chicken from the farm.,-0.4488668342,-0.3170203059,-0.4070879083,-0.2072345031,-0.36951800760000003,-0.33803474450000004,-0.18780284500000002,-0.5606570997,-0.0161442398,-0.0014988123,-0.1476237874,-0.2367545053,da,"[6.0, 4.0, 4.0, 5.0, 6.0]"
25,25,John,shipped,his roommate,[],['from Dubai'],flowers,['pink'],['with trimmed stems'],2,3,-7.2012836138,his roommate from Dubai,pink flowers with trimmed stems,6,7,5,6,4,5,-6.6096741358,5,6,-6.4469067256,5,6,-6.4892175992,5,6,-6.4657977422,5,6,-6.2401894789,5,5,-6.3586448156,5,5,-9.9634396113,5,6,-5.3785221156,7,8,-4.7399043476000005,7,7,-4.7318723903,7,7,-5.7439543651000005,6,5,-5.9481193102,6,5,0.8571428571,0.8,0.6666666667000001,John shipped pink flowers with trimmed stems to his roommate from Dubai.,John shipped his roommate from Dubai pink flowers with trimmed stems.,-0.8503960408000001,-0.8691901871000001,-0.8992486289,-1.1694951347,-1.0071850557,-1.1097847896,-0.3951429648,-0.1393949214,-0.958794024,-0.9178764417,-1.166886782,-1.6123755101000001,da,"[6.0, 6.0, 6.0, 6.0, 7.0]"
26,26,John,showed,his sister,[],['in college'],his outfit,"['handmade', 'tailored', 'silk']","['for the gala', 'for the evening']",2,6,-5.4650261528,his sister in college,his handmade tailored silk outfit for the gala for the evening,6,17,5,12,4,11,-5.2833657516,5,12,-5.160625257,5,12,-5.282406832,5,12,-4.9863273972,5,12,-5.3523601231,5,11,-5.6516056312,5,11,-8.2377579927,5,12,-5.5917043232,5,14,-4.7735018513,5,14,-4.7851937901,5,14,-4.6304172516,6,13,-4.8784995556,6,13,0.3529411765,0.3636363636,0.33333333330000003,John showed his handmade tailored silk outfit for the gala for the evening to his sister in college.,John showed his sister in college his handmade tailored silk outfit for the gala for the evening.,-0.286546629,-0.2753920973,-0.2154996939,-0.2861727204,-0.3123615248,-0.2187108213,-0.5517619698,0.0407384419,0.0555968067,0.0413436952,-0.2566505683,-0.12516677,da,"[6.0, 2.0, 1.0, 2.0, 2.0]"
27,27,John,showed,his friend,['good'],[],a song,"['new', 'energetic', 'danceable']",['from his favorite record label'],2,5,-5.0557779424,his good friend,a new energetic danceable song from his favorite record label,3,19,4,11,3,10,-4.9579463286,4,11,-5.3103303348,4,11,-4.8199653345,4,11,-5.2917727022,4,11,-4.8884252972,4,11,-5.2815573215,4,11,-7.2377576033,4,11,-4.7977228642,4,14,-4.7134995711,4,12,-4.8390221847,4,12,-4.6156586479,4,11,-4.89414849,4,11,0.15789473680000002,0.30000000000000004,0.4,John showed a new energetic danceable song from his favorite record label to his good friend.,John showed his good friend a new energetic danceable song from his favorite record label.,0.0269203467,0.3960484897,0.0598507839,0.3723688512,-0.0163333245,0.3493213513,-0.5082043153,0.0927233169,0.0933290573,0.1790401127,0.0184317898,-0.0741417794,da,"[1.0, 4.0, 3.0, 1.0, 1.0]"
28,28,John,showed,his sister,[],[],the building,"['tall', 'church']","['with the dome', 'from Italy']",1,5,-5.8339796066,his sister,the tall church building with the dome from Italy,3,12,4,9,2,9,-5.6429661342,4,9,-5.2589787074,4,9,-5.0039043086,4,9,-4.9169718538,4,9,-4.9912875493,4,9,-5.3744068464,4,9,-6.9887640635,4,9,-4.9583848317,4,10,-4.8427198529,4,10,-4.9707160294,4,10,-4.8539423261,5,9,-4.9920213563,5,9,0.25,0.2222222222,0.2,John showed the tall church building with the dome from Italy to his sister.,John showed his sister the tall church building with the dome from Italy.,0.189190875,-0.0290438474,-0.1571664784,-0.2839975855,-0.4661051433,-0.5255560897,-0.6631744771,0.0597612971,-0.0066355904,0.034693557,-0.3943167781,-0.6061127579000001,da,"[1.0, 1.0, 6.0, 1.0, 7.0]"
29,29,John,showed,his roommate,"['new', 'visiting']","['from Korea', 'with his professor']",a video,['amateur'],[],5,2,-6.2873078664,his new visiting roommate from Korea with his professor,a amateur video,16,7,9,4,9,3,-5.6523961385,9,4,-5.7471677144,9,4,-5.8054901759,9,4,-5.6620525042,9,4,-6.0142118931,9,4,-6.2188554704,9,4,-8.8514139652,9,4,-5.5030963281,10,5,-5.5262587211,10,4,-5.4817789863,10,4,-5.5573409796,10,4,-5.9721978903,10,4,2.2857142857,3.0,2.5,John showed a amateur video to his new visiting roommate from Korea with his professor.,John showed his new visiting roommate from Korea with his professor a amateur video.,-0.9751340957,-0.7407756624,-0.6866384347000001,-1.0100710301,-0.8397456010000001,-1.1051048021,0.0678615729,-0.7073332807,-0.877120749,-1.0920691718,-0.8335497141,-0.9537812471,da,"[5.0, 4.0, 5.0, 6.0, 5.0]"
30,30,John,played,his roommate,"['new', 'visiting', 'exchange']",['from Korea'],a song,['new'],['with a really good chorus'],5,3,-6.0238572227,his new visiting exchange roommate from Korea,a new song with a really good chorus,13,11,7,8,7,8,-5.4652004242,7,8,-5.2182197571,7,8,-5.2086999681,7,8,-5.1265543832,7,8,-4.9241343046,7,8,-5.1548353245,7,8,-7.8796543824,7,8,-5.5346061807,8,8,-4.536524591,8,9,-4.6232387679,8,9,-4.7800956525,8,8,-5.4168840208,8,8,1.1818181818,0.875,1.6666666667,John played a new song with a really good chorus for his new visiting exchange roommate from Korea.,John played his new visiting exchange roommate from Korea a new song with a really good chorus.,-0.4709677977,-0.3285154455,-0.31486487550000003,-0.3400605083,-0.62033484,-0.8128001216,-0.8242940889,-0.5964616781000001,-0.28811196370000003,-0.34250515530000003,-0.3018062157,-0.096047697,da,"[7.0, 6.0, 7.0, 5.0, 7.0]"
31,31,John,mailed,his family,['large'],"['from the farms', 'in the plains', 'in Kansas']",a message,"['short', 'notice']","['about his travel in Europe', 'for his work']",5,5,-5.2015921519,his large family from the farms in the plains in Kansas,a short notice message about his travel in Europe for his work,14,17,11,12,11,12,-4.9672229473,11,12,-5.0448556313,11,12,-5.0359768867,11,12,-4.7292562998,11,12,-4.702330607,11,12,-5.1941045655,11,12,-6.7337964023,11,12,-4.7718328193,11,12,-4.310027846,12,12,-4.5426835685,12,12,-4.5114889512,11,12,-4.952460179,11,12,0.8235294118,0.9166666667000001,1.0,John mailed a short notice message about his travel in Europe for his work to his large family from the farms in the plains in Kansas.,John mailed his large family from the farms in the plains in Kansas a short notice message about his travel in Europe for his work.,0.0010846416,-0.21788225320000001,-0.044508075800000005,-0.2539223539,-0.2272413517,0.0980039784,-0.5283654578,-0.2852752528,-0.0703670385,0.1164720922,-0.4384677138,-0.27087407620000004,da,"[6.0, 6.0, 6.0, 5.0, 1.0]"
32,32,John,wrote,his family,"['large', 'religious']","['from the farms', 'in Kansas']",a letter,"['serious', 'long']",['with bank information'],5,4,-6.1099346562,his large religious family from the farms in Kansas,a serious long letter with bank information,14,13,9,7,9,7,-5.4270997298,9,7,-5.3168674268,9,7,-5.3998680868,9,7,-5.2299908086,9,7,-5.5885309696,9,7,-5.5281519175,9,7,-6.890931797,9,7,-5.4071428399,9,7,-5.2700485945,9,7,-5.364210248,9,7,-5.2888845394,9,7,-5.7374459819,9,7,1.0769230769,1.2857142857,1.25,John wrote a serious long letter with bank information to his large religious family from the farms in Kansas.,John wrote his large religious family from the farms in Kansas a serious long letter with bank information.,-1.0357073957,-0.7670039908,-0.7844710392,-1.0363857927,-0.3918780503,-0.9855652068,-1.558644104,-1.1326264387,-0.6821375382,-0.9179039566,-0.6516788215,-0.3467252073,da,"[3.0, 5.0, 7.0]"
33,33,John,showed,his friend,"['good', 'trusted']","['with an art history degree', 'from Michigan']",the building,[],['by the famous artist'],5,2,-5.7712813377,his good trusted friend with an art history degree from Michigan,the building by the famous artist,17,9,11,7,11,6,-5.6557350159,11,7,-5.3305508614,11,7,-5.1842036247,11,7,-5.1204539299,11,7,-5.0906028066,11,7,-5.4004780679,11,7,-7.5124657495000005,11,7,-5.6667329311,11,7,-5.2848567054,11,7,-5.3012955529,11,7,-4.9792773724,11,7,-5.4186002731,11,7,1.8888888889,1.8333333333,2.5,John showed the building by the famous artist to his good trusted friend with an art history degree from Michigan.,John showed his good trusted friend with an art history degree from Michigan the building by the famous artist.,-0.2505065516,-0.3707462963,-0.129689041,0.0135517321,-0.2098376956,-0.1366685719,-0.041547478900000004,-0.3621592597,-0.23601550610000002,-0.27420116840000003,-0.12713727190000002,0.0827503857,da,"[2.0, 2.0, 5.0, 7.0]"
34,34,John,prepared,the man,['homeless'],['on the street'],a feast,['grand'],"['of pie', 'from the farm']",3,4,-4.7067584991,the homeless man on the street,a grand feast of pie from the farm,7,8,6,8,6,8,-4.4859042448,6,8,-4.6106618993,6,8,-4.4151244444,6,8,-4.3825566067,6,8,-4.6414309873,6,8,-4.6497491466,6,8,-7.0626206398,6,8,-4.2799824609,7,8,-4.2155058509,6,9,-4.3206645564,6,9,-4.1481896288,6,8,-4.3854581889,6,8,0.875,0.75,0.75,John prepared a grand feast of pie from the farm for the homeless man on the street.,John prepared the homeless man on the street a grand feast of pie from the farm.,-0.5622222143,-0.4058508523,-0.5514725166000001,-0.692528765,-0.3799484835,-0.3733194217,-0.0925920991,-0.4451027134,-0.24284011860000002,-0.08659011300000001,-0.2179811352,-0.0711587492,da,"[4.0, 4.0, 6.0, 6.0, 2.0]"
35,35,John,constructed,his parents,"['kind', 'old']",[],an app,['assistant'],['for helping disabled people'],3,3,-6.887188094,his kind old parents,an assistant app for helping disabled people,5,13,5,7,4,7,-6.2238900321,5,7,-6.4354694911,5,7,-6.3272800105,5,7,-5.9535137245,5,7,-6.0112769763,5,7,-6.3499351819,5,7,-8.9161213875,5,7,-5.8011430422,5,8,-5.9552127838,5,7,-5.7765438398,5,7,-5.5933086532,5,7,-6.174773625,5,7,0.3846153846,0.5714285714,1.0,John constructed an assistant app for helping disabled people for his kind old parents.,John constructed his kind old parents an assistant app for helping disabled people.,-0.7660960941,-0.48790351120000003,-0.8514443885,-1.1465547346,-0.6310563269,-0.30015149350000003,-0.3793292999,-0.9363565014,-0.6393535614,-0.418734396,-1.0205756858,-0.6349344568,da,"[7.0, 7.0, 3.0, 6.0, 5.0, 7.0, 3.0, 5.0, 3.0, 2.0, 7.0, 3.0]"
36,36,John,made,Mary,[],['from the dorms'],a feast,['hearty'],['with chicken'],2,3,-5.745745879, Mary from the dorms,a hearty feast with chicken,5,7,5,5,4,5,-5.3586149949,5,5,-5.7780936315,5,5,-5.7887971951,5,5,-5.6929960618,5,5,-5.6926885332,5,5,-5.9806653091,5,5,-7.3253774302,5,5,-5.4840449186,5,5,-4.7970173657,5,7,-4.9888727665,5,7,-5.2085531675,5,5,-5.7782666133000005,5,5,0.7142857143,0.8,0.6666666667000001,John made a hearty feast with chicken for Mary from the dorms.,John made Mary from the dorms a hearty feast with chicken.,-1.1110060276,-0.7769489532,-0.6019213445,-1.2352576683,-0.6949710532000001,-1.0076114293,-0.9705104068,-0.8407833088000001,-0.6936497231000001,-0.8614689986,-1.1816817002,-1.4593490118,da,"[6.0, 4.0, 4.0, 2.0, 2.0]"
